County,State,resource_region,pca
Wilcox,Alabama,265,p89
Winston,Alabama,265,p89
Jefferson,Alabama,266,p89
Shelby,Alabama,266,p89
Autauga,Alabama,267,p90
Baldwin,Alabama,267,p90
Barbour,Alabama,267,p90
Blount,Alabama,267,p90
Bullock,Alabama,267,p90
Butler,Alabama,267,p90
Calhoun,Alabama,267,p90
Chambers,Alabama,267,p90
Cherokee,Alabama,267,p90
Chilton,Alabama,267,p90
Clarke,Alabama,267,p90
Clay,Alabama,267,p90
Cleburne,Alabama,267,p90
Coffee,Alabama,267,p90
Conecuh,Alabama,267,p90
Coosa,Alabama,267,p90
Covington,Alabama,267,p90
Crenshaw,Alabama,267,p90
Dale,Alabama,267,p90
Dallas,Alabama,267,p90
Elmore,Alabama,267,p90
Escambia,Alabama,267,p90
Etowah,Alabama,267,p90
Geneva,Alabama,267,p90
Henry,Alabama,267,p90
Houston,Alabama,267,p90
Lee,Alabama,267,p90
Lowndes,Alabama,267,p90
Macon,Alabama,267,p90
Monroe,Alabama,267,p90
Montgomery,Alabama,267,p90
Pike,Alabama,267,p90
Randolph,Alabama,267,p90
Russell,Alabama,267,p90
St. Clair,Alabama,267,p90
Saint Clair,Alabama,267,p90
Talladega,Alabama,267,p90
Tallapoosa,Alabama,267,p90
Washington,Alabama,267,p90
Mobile,Alabama,268,p90
Escambia,Florida,269,p91
Santa Rosa,Florida,269,p91
Calhoun,Florida,270,p91
Gulf,Florida,270,p91
Holmes,Florida,270,p91
Jackson,Florida,270,p91
Okaloosa,Florida,270,p91
Walton,Florida,270,p91
Washington,Florida,270,p91
Bay,Florida,271,p91
Fayette,Tennessee,276,p92
Shelby,Tennessee,276,p92
Tipton,Tennessee,276,p92
Benton,Tennessee,277,p92
Carroll,Tennessee,277,p92
Chester,Tennessee,277,p92
Crockett,Tennessee,277,p92
Decatur,Tennessee,277,p92
Dyer,Tennessee,277,p92
Gibson,Tennessee,277,p92
Giles,Tennessee,277,p92
Hardeman,Tennessee,277,p92
Hardin,Tennessee,277,p92
Haywood,Tennessee,277,p92
Henderson,Tennessee,277,p92
Henry,Tennessee,277,p92
Hickman,Tennessee,277,p92
Houston,Tennessee,277,p92
Humphreys,Tennessee,277,p92
Lake,Tennessee,277,p92
Lauderdale,Tennessee,277,p92
Lawrence,Tennessee,277,p92
Lewis,Tennessee,277,p92
Madison,Tennessee,277,p92
Maury,Tennessee,277,p92
Mcnairy,Tennessee,277,p92
Obion,Tennessee,277,p92
Perry,Tennessee,277,p92
Stewart,Tennessee,277,p92
Wayne,Tennessee,277,p92
Weakley,Tennessee,277,p92
Cheatham,Tennessee,278,p92
Davidson,Tennessee,278,p92
Dickson,Tennessee,278,p92
Montgomery,Tennessee,278,p92
Robertson,Tennessee,278,p92
Rutherford,Tennessee,278,p92
Sumner,Tennessee,278,p92
Williamson,Tennessee,278,p92
Wilson,Tennessee,278,p92
Bedford,Tennessee,279,p92
Bledsoe,Tennessee,279,p92
Cannon,Tennessee,279,p92
Clay,Tennessee,279,p92
Coffee,Tennessee,279,p92
Cumberland,Tennessee,279,p92
Dekalb,Tennessee,279,p92
Franklin,Tennessee,279,p92
Grundy,Tennessee,279,p92
Jackson,Tennessee,279,p92
Lincoln,Tennessee,279,p92
Macon,Tennessee,279,p92
Marshall,Tennessee,279,p92
Meigs,Tennessee,279,p92
Moore,Tennessee,279,p92
Overton,Tennessee,279,p92
Putnam,Tennessee,279,p92
Rhea,Tennessee,279,p92
Smith,Tennessee,279,p92
Trousdale,Tennessee,279,p92
Van Buren,Tennessee,279,p92
Warren,Tennessee,279,p92
White,Tennessee,279,p92
Bradley,Tennessee,280,p92
Hamilton,Tennessee,280,p92
Marion,Tennessee,280,p92
Sequatchie,Tennessee,280,p92
Anderson,Tennessee,281,p92
Campbell,Tennessee,281,p92
Claiborne,Tennessee,281,p92
Fentress,Tennessee,281,p92
Hancock,Tennessee,281,p92
Morgan,Tennessee,281,p92
Pickett,Tennessee,281,p92
Scott,Tennessee,281,p92
Union,Tennessee,281,p92
Blount,Tennessee,282,p92
Knox,Tennessee,282,p92
Loudon,Tennessee,282,p92
Roane,Tennessee,282,p92
Mcminn,Tennessee,283,p92
Monroe,Tennessee,283,p92
Polk,Tennessee,283,p92
Cocke,Tennessee,284,p92
Grainger,Tennessee,284,p92
Hamblen,Tennessee,284,p92
Jefferson,Tennessee,284,p92
Sevier,Tennessee,284,p92
Carter,Tennessee,285,p92
Greene,Tennessee,285,p92
Hawkins,Tennessee,285,p92
Johnson,Tennessee,285,p92
Sullivan,Tennessee,285,p92
Unicoi,Tennessee,285,p92
Washington,Tennessee,285,p92
Allen,Kentucky,286,p93
Ballard,Kentucky,286,p93
Butler,Kentucky,286,p93
Calloway,Kentucky,286,p93
Carlisle,Kentucky,286,p93
Christian,Kentucky,286,p93
Fulton,Kentucky,286,p93
Graves,Kentucky,286,p93
Hickman,Kentucky,286,p93
Livingston,Kentucky,286,p93
Logan,Kentucky,286,p93
Lyon,Kentucky,286,p93
Marshall,Kentucky,286,p93
Mccracken,Kentucky,286,p93
Simpson,Kentucky,286,p93
Todd,Kentucky,286,p93
Trigg,Kentucky,286,p93
Warren,Kentucky,286,p93
Clinton,Kentucky,287,p93
Cumberland,Kentucky,287,p93
Mccreary,Kentucky,287,p93
Metcalfe,Kentucky,287,p93
Monroe,Kentucky,287,p93
Pulaski,Kentucky,287,p93
Russell,Kentucky,287,p93
Wayne,Kentucky,287,p93
Catoosa,Georgia,272,p94
Chattooga,Georgia,272,p94
Dade,Georgia,272,p94
Dawson,Georgia,272,p94
Fannin,Georgia,272,p94
Gilmer,Georgia,272,p94
Gordon,Georgia,272,p94
Habersham,Georgia,272,p94
Lumpkin,Georgia,272,p94
Murray,Georgia,272,p94
Pickens,Georgia,272,p94
Rabun,Georgia,272,p94
Stephens,Georgia,272,p94
Towns,Georgia,272,p94
Union,Georgia,272,p94
Walker,Georgia,272,p94
White,Georgia,272,p94
Whitfield,Georgia,272,p94
Carroll,Georgia,273,p94
Coweta,Georgia,273,p94
Floyd,Georgia,273,p94
Haralson,Georgia,273,p94
Harris,Georgia,273,p94
Heard,Georgia,273,p94
Meriwether,Georgia,273,p94
Polk,Georgia,273,p94
Talbot,Georgia,273,p94
Troup,Georgia,273,p94
Bartow,Georgia,274,p94
Cherokee,Georgia,274,p94
Clayton,Georgia,274,p94
Cobb,Georgia,274,p94
Dekalb,Georgia,274,p94
Douglas,Georgia,274,p94
Fayette,Georgia,274,p94
Forsyth,Georgia,274,p94
Fulton,Georgia,274,p94
Gwinnett,Georgia,274,p94
Henry,Georgia,274,p94
Paulding,Georgia,274,p94
Rockdale,Georgia,274,p94
Appling,Georgia,275,p94
Atkinson,Georgia,275,p94
Bacon,Georgia,275,p94
Baker,Georgia,275,p94
Baldwin,Georgia,275,p94
Banks,Georgia,275,p94
Barrow,Georgia,275,p94
Ben Hill,Georgia,275,p94
Berrien,Georgia,275,p94
Bibb,Georgia,275,p94
Bleckley,Georgia,275,p94
Brantley,Georgia,275,p94
Brooks,Georgia,275,p94
Bryan,Georgia,275,p94
Bulloch,Georgia,275,p94
Burke,Georgia,275,p94
Butts,Georgia,275,p94
Calhoun,Georgia,275,p94
Camden,Georgia,275,p94
Candler,Georgia,275,p94
Charlton,Georgia,275,p94
Chatham,Georgia,275,p94
Chattahoochee,Georgia,275,p94
Clarke,Georgia,275,p94
Clay,Georgia,275,p94
Clinch,Georgia,275,p94
Coffee,Georgia,275,p94
Colquitt,Georgia,275,p94
Columbia,Georgia,275,p94
Cook,Georgia,275,p94
Crawford,Georgia,275,p94
Crisp,Georgia,275,p94
Decatur,Georgia,275,p94
Dodge,Georgia,275,p94
Dooly,Georgia,275,p94
Dougherty,Georgia,275,p94
Early,Georgia,275,p94
Echols,Georgia,275,p94
Effingham,Georgia,275,p94
Elbert,Georgia,275,p94
Emanuel,Georgia,275,p94
Evans,Georgia,275,p94
Franklin,Georgia,275,p94
Glascock,Georgia,275,p94
Glynn,Georgia,275,p94
Grady,Georgia,275,p94
Greene,Georgia,275,p94
Hall,Georgia,275,p94
Hancock,Georgia,275,p94
Hart,Georgia,275,p94
Houston,Georgia,275,p94
Irwin,Georgia,275,p94
Jackson,Georgia,275,p94
Jasper,Georgia,275,p94
Jeff Davis,Georgia,275,p94
Jefferson,Georgia,275,p94
Jenkins,Georgia,275,p94
Johnson,Georgia,275,p94
Jones,Georgia,275,p94
Lamar,Georgia,275,p94
Lanier,Georgia,275,p94
Laurens,Georgia,275,p94
Lee,Georgia,275,p94
Liberty,Georgia,275,p94
Lincoln,Georgia,275,p94
Long,Georgia,275,p94
Lowndes,Georgia,275,p94
Macon,Georgia,275,p94
Madison,Georgia,275,p94
Marion,Georgia,275,p94
Mcduffie,Georgia,275,p94
Mcintosh,Georgia,275,p94
Miller,Georgia,275,p94
Mitchell,Georgia,275,p94
Monroe,Georgia,275,p94
Montgomery,Georgia,275,p94
Morgan,Georgia,275,p94
Muscogee,Georgia,275,p94
Newton,Georgia,275,p94
Oconee,Georgia,275,p94
Oglethorpe,Georgia,275,p94
Peach,Georgia,275,p94
Pierce,Georgia,275,p94
Pike,Georgia,275,p94
Pulaski,Georgia,275,p94
Putnam,Georgia,275,p94
Quitman,Georgia,275,p94
Randolph,Georgia,275,p94
Richmond,Georgia,275,p94
Schley,Georgia,275,p94
Screven,Georgia,275,p94
Seminole,Georgia,275,p94
Spalding,Georgia,275,p94
Stewart,Georgia,275,p94
Sumter,Georgia,275,p94
Taliaferro,Georgia,275,p94
Tattnall,Georgia,275,p94
Taylor,Georgia,275,p94
Telfair,Georgia,275,p94
Terrell,Georgia,275,p94
Thomas,Georgia,275,p94
Tift,Georgia,275,p94
Toombs,Georgia,275,p94
Treutlen,Georgia,275,p94
Turner,Georgia,275,p94
Twiggs,Georgia,275,p94
Upson,Georgia,275,p94
Walton,Georgia,275,p94
Ware,Georgia,275,p94
Warren,Georgia,275,p94
Washington,Georgia,275,p94
Wayne,Georgia,275,p94
Webster,Georgia,275,p94
Wheeler,Georgia,275,p94
Wilcox,Georgia,275,p94
Wilkes,Georgia,275,p94
Wilkinson,Georgia,275,p94
Worth,Georgia,275,p94
Abbeville,South Carolina,295,p95
Anderson,South Carolina,295,p95
Cherokee,South Carolina,295,p95
Chester,South Carolina,295,p95
Greenville,South Carolina,295,p95
Greenwood,South Carolina,295,p95
Lancaster,South Carolina,295,p95
Laurens,South Carolina,295,p95
Oconee,South Carolina,295,p95
Pickens,South Carolina,295,p95
Spartanburg,South Carolina,295,p95
Union,South Carolina,295,p95
York,South Carolina,295,p95
Calhoun,South Carolina,296,p96
Fairfield,South Carolina,296,p96
Kershaw,South Carolina,296,p96
Lexington,South Carolina,296,p96
Newberry,South Carolina,296,p96
Richland,South Carolina,296,p96
Aiken,South Carolina,297,p96
Allendale,South Carolina,297,p96
Bamberg,South Carolina,297,p96
Barnwell,South Carolina,297,p96
Beaufort,South Carolina,297,p96
Colleton,South Carolina,297,p96
Edgefield,South Carolina,297,p96
Hampton,South Carolina,297,p96
Hampton City,South Carolina,297,p96
Jasper,South Carolina,297,p96
Mccormick,South Carolina,297,p96
Orangeburg,South Carolina,297,p96
Saluda,South Carolina,297,p96
Chesterfield,South Carolina,298,p96
Clarendon,South Carolina,298,p96
Darlington,South Carolina,298,p96
Dillon,South Carolina,298,p96
Florence,South Carolina,298,p96
Georgetown,South Carolina,298,p96
Horry,South Carolina,298,p96
Lee,South Carolina,298,p96
Marion,South Carolina,298,p96
Marlboro,South Carolina,298,p96
Sumter,South Carolina,298,p96
Williamsburg,South Carolina,298,p96
Berkeley,South Carolina,299,p96
Charleston,South Carolina,299,p96
Dorchester,South Carolina,299,p96
Alleghany,North Carolina,288,p97
Ashe,North Carolina,288,p97
Avery,North Carolina,288,p97
Buncombe,North Carolina,288,p97
Burke,North Carolina,288,p97
Caldwell,North Carolina,288,p97
Cherokee,North Carolina,288,p97
Clay,North Carolina,288,p97
Cleveland,North Carolina,288,p97
Graham,North Carolina,288,p97
Haywood,North Carolina,288,p97
Henderson,North Carolina,288,p97
Jackson,North Carolina,288,p97
Macon,North Carolina,288,p97
Madison,North Carolina,288,p97
Mcdowell,North Carolina,288,p97
Mitchell,North Carolina,288,p97
Polk,North Carolina,288,p97
Rutherford,North Carolina,288,p97
Swain,North Carolina,288,p97
Transylvania,North Carolina,288,p97
Watauga,North Carolina,288,p97
Wilkes,North Carolina,288,p97
Yancey,North Carolina,288,p97
Alexander,North Carolina,289,p97
Davidson,North Carolina,289,p97
Davie,North Carolina,289,p97
Forsyth,North Carolina,289,p97
Guilford,North Carolina,289,p97
Iredell,North Carolina,289,p97
Randolph,North Carolina,289,p97
Rockingham,North Carolina,289,p97
Rowan,North Carolina,289,p97
Stokes,North Carolina,289,p97
Surry,North Carolina,289,p97
Yadkin,North Carolina,289,p97
Anson,North Carolina,290,p97
Cabarrus,North Carolina,290,p97
Catawba,North Carolina,290,p97
Gaston,North Carolina,290,p97
Lincoln,North Carolina,290,p97
Mecklenburg,North Carolina,290,p97
Stanly,North Carolina,290,p97
Union,North Carolina,290,p97
Alamance,North Carolina,291,p98
Caswell,North Carolina,291,p98
Chatham,North Carolina,291,p98
Durham,North Carolina,291,p98
Franklin,North Carolina,291,p98
Granville,North Carolina,291,p98
Johnston,North Carolina,291,p98
Orange,North Carolina,291,p98
Person,North Carolina,291,p98
Vance,North Carolina,291,p98
Wake,North Carolina,291,p98
Bladen,North Carolina,292,p98
Brunswick,North Carolina,292,p98
Columbus,North Carolina,292,p98
Cumberland,North Carolina,292,p98
Harnett,North Carolina,292,p98
Hoke,North Carolina,292,p98
Lee,North Carolina,292,p98
Montgomery,North Carolina,292,p98
Moore,North Carolina,292,p98
Richmond,North Carolina,292,p98
Robeson,North Carolina,292,p98
Scotland,North Carolina,292,p98
Bertie,North Carolina,293,p98
Craven,North Carolina,293,p98
Duplin,North Carolina,293,p98
Edgecombe,North Carolina,293,p98
Gates,North Carolina,293,p98
Greene,North Carolina,293,p98
Halifax,North Carolina,293,p98
Hertford,North Carolina,293,p98
Jones,North Carolina,293,p98
Lenoir,North Carolina,293,p98
Martin,North Carolina,293,p98
Nash,North Carolina,293,p98
New Hanover,North Carolina,293,p98
Northampton,North Carolina,293,p98
Onslow,North Carolina,293,p98
Pender,North Carolina,293,p98
Pitt,North Carolina,293,p98
Sampson,North Carolina,293,p98
Warren,North Carolina,293,p98
Wayne,North Carolina,293,p98
Wilson,North Carolina,293,p98
Beaufort,North Carolina,294,p98
Camden,North Carolina,294,p98
Carteret,North Carolina,294,p98
Chowan,North Carolina,294,p98
Currituck,North Carolina,294,p98
Dare,North Carolina,294,p98
Hyde,North Carolina,294,p98
Pamlico,North Carolina,294,p98
Pasquotank,North Carolina,294,p98
Perquimans,North Carolina,294,p98
Tyrrell,North Carolina,294,p98
Washington,North Carolina,294,p98
Albemarle,Virginia,300,p99
Alleghany,Virginia,300,p99
Augusta,Virginia,300,p99
Bath,Virginia,300,p99
Buena Vista,Virginia,300,p99
Buena Vista City,Virginia,300,p99
Charlottesville,Virginia,300,p99
Charlottesville City,Virginia,300,p99
Covington,Virginia,300,p99
Covington City,Virginia,300,p99
Harrisonburg,Virginia,300,p99
Harrisonburg City,Virginia,300,p99
Highland,Virginia,300,p99
Lexington,Virginia,300,p99
Lexington City,Virginia,300,p99
Rockbridge,Virginia,300,p99
Rockingham,Virginia,300,p99
Shenandoah,Virginia,300,p99
Staunton,Virginia,300,p99
Staunton City,Virginia,300,p99
Waynesboro,Virginia,300,p99
Waynesboro City,Virginia,300,p99
Culpeper,Virginia,302,p99
Fauquier,Virginia,302,p99
Loudoun,Virginia,302,p99
Alexandria,Virginia,303,p99
Alexandria City,Virginia,303,p99
Arlington,Virginia,303,p99
Fairfax,Virginia,303,p99
Fairfax City,Virginia,303,p99
Falls Church,Virginia,303,p99
Falls Church City,Virginia,303,p99
Manassas,Virginia,303,p99
Manassas City,Virginia,303,p99
Manassas Park,Virginia,303,p99
Manassas Park City,Virginia,303,p99
Prince William,Virginia,303,p99
Stafford,Virginia,303,p99
Amelia,Virginia,304,p99
Appomattox,Virginia,304,p99
Brunswick,Virginia,304,p99
Buckingham,Virginia,304,p99
Campbell,Virginia,304,p99
Charlotte,Virginia,304,p99
Cumberland,Virginia,304,p99
Danville,Virginia,304,p99
Danville City,Virginia,304,p99
Dinwiddie,Virginia,304,p99
Emporia,Virginia,304,p99
Emporia City,Virginia,304,p99
Fluvanna,Virginia,304,p99
Franklin City,Virginia,304,p99
Fredericksburg,Virginia,304,p99
Fredericksburg City,Virginia,304,p99
Goochland,Virginia,304,p99
Greensville,Virginia,304,p99
Halifax,Virginia,304,p99
Louisa,Virginia,304,p99
Lunenburg,Virginia,304,p99
Mecklenburg,Virginia,304,p99
Nottoway,Virginia,304,p99
Orange,Virginia,304,p99
Pittsylvania,Virginia,304,p99
Powhatan,Virginia,304,p99
Prince Edward,Virginia,304,p99
Southampton,Virginia,304,p99
Spotsylvania,Virginia,304,p99
Sussex,Virginia,304,p99
Caroline,Virginia,305,p99
Essex,Virginia,305,p99
Gloucester,Virginia,305,p99
James City,Virginia,305,p99
King And Queen,Virginia,305,p99
King & Queen,Virginia,305,p99
King George,Virginia,305,p99
King William,Virginia,305,p99
Lancaster,Virginia,305,p99
Mathews,Virginia,305,p99
Middlesex,Virginia,305,p99
Northumberland,Virginia,305,p99
Richmond,Virginia,305,p99
Westmoreland,Virginia,305,p99
Williamsburg,Virginia,305,p99
Williamsburg City,Virginia,305,p99
Charles City,Virginia,306,p99
Chesterfield,Virginia,306,p99
Colonial Heights,Virginia,306,p99
Colonial Heights City,Virginia,306,p99
Hanover,Virginia,306,p99
Henrico,Virginia,306,p99
Hopewell,Virginia,306,p99
Hopewell City,Virginia,306,p99
New Kent,Virginia,306,p99
Petersburg,Virginia,306,p99
Petersburg City,Virginia,306,p99
Prince George,Virginia,306,p99
Richmond City,Virginia,306,p99
Chesapeake,Virginia,307,p99
Chesapeake City,Virginia,307,p99
Hampton,Virginia,307,p99
Hampton City,Virginia,307,p99
Isle Of Wight,Virginia,307,p99
Isle of Wight,Virginia,307,p99
Newport News,Virginia,307,p99
Newport News City,Virginia,307,p99
Norfolk,Virginia,307,p99
Norfolk City,Virginia,307,p99
Poquoson,Virginia,307,p99
Poquoson City,Virginia,307,p99
Portsmouth,Virginia,307,p99
Portsmouth City,Virginia,307,p99
Suffolk,Virginia,307,p99
Suffolk City,Virginia,307,p99
Surry,Virginia,307,p99
Virginia Beach,Virginia,307,p99
Virginia Beach City,Virginia,307,p99
York,Virginia,307,p99
Clarke,Virginia,301,p100
Frederick,Virginia,301,p100
Greene,Virginia,301,p100
Madison,Virginia,301,p100
Page,Virginia,301,p100
Rappahannock,Virginia,301,p100
Warren,Virginia,301,p100
Winchester,Virginia,301,p100
Winchester City,Virginia,301,p100
Alachua,Florida,309,p101
Baker,Florida,309,p101
Bradford,Florida,309,p101
Citrus,Florida,309,p101
Clay,Florida,309,p101
Columbia,Florida,309,p101
Dixie,Florida,309,p101
Flagler,Florida,309,p101
Franklin,Florida,309,p101
Gadsden,Florida,309,p101
Gilchrist,Florida,309,p101
Hamilton,Florida,309,p101
Jefferson,Florida,309,p101
Lafayette,Florida,309,p101
Leon,Florida,309,p101
Levy,Florida,309,p101
Liberty,Florida,309,p101
Madison,Florida,309,p101
Marion,Florida,309,p101
Putnam,Florida,309,p101
Suwannee,Florida,309,p101
Taylor,Florida,309,p101
Union,Florida,309,p101
Wakulla,Florida,309,p101
Duval,Florida,310,p101
Nassau,Florida,310,p101
St. Johns,Florida,310,p101
Saint Johns,Florida,310,p101
Hernando,Florida,311,p101
Hillsborough,Florida,311,p101
Lake,Florida,311,p101
Orange,Florida,311,p101
Osceola,Florida,311,p101
Pasco,Florida,311,p101
Pinellas,Florida,311,p101
Polk,Florida,311,p101
Seminole,Florida,311,p101
Sumter,Florida,311,p101
Volusia,Florida,311,p101
Charlotte,Florida,312,p101
Collier,Florida,312,p101
Desoto,Florida,312,p101
Glades,Florida,312,p101
Hardee,Florida,312,p101
Hendry,Florida,312,p101
Highlands,Florida,312,p101
Lee,Florida,312,p101
Manatee,Florida,312,p101
Monroe,Florida,312,p101
Okeechobee,Florida,312,p101
Sarasota,Florida,312,p101
Brevard,Florida,313,p102
Broward,Florida,313,p102
Indian River,Florida,313,p102
Martin,Florida,313,p102
Miami-Dade,Florida,313,p102
Miami Dade,Florida,313,p102
Palm Beach,Florida,313,p102
St. Lucie,Florida,313,p102
Saint Lucie,Florida,313,p102
Chippewa,Michigan,211,p103
Luce,Michigan,211,p103
Mackinac,Michigan,211,p103
Schoolcraft,Michigan,211,p103
Allegan,Michigan,212,p103
Benzie,Michigan,212,p103
Lake,Michigan,212,p103
Leelanau,Michigan,212,p103
Manistee,Michigan,212,p103
Mason,Michigan,212,p103
Muskegon,Michigan,212,p103
Newaygo,Michigan,212,p103
Oceana,Michigan,212,p103
Ottawa,Michigan,212,p103
Antrim,Michigan,214,p103
Charlevoix,Michigan,214,p103
Cheboygan,Michigan,214,p103
Clare,Michigan,214,p103
Crawford,Michigan,214,p103
Emmet,Michigan,214,p103
Gladwin,Michigan,214,p103
Grand Traverse,Michigan,214,p103
Isabella,Michigan,214,p103
Kalkaska,Michigan,214,p103
Mecosta,Michigan,214,p103
Midland,Michigan,214,p103
Missaukee,Michigan,214,p103
Ogemaw,Michigan,214,p103
Osceola,Michigan,214,p103
Oscoda,Michigan,214,p103
Otsego,Michigan,214,p103
Roscommon,Michigan,214,p103
Wexford,Michigan,214,p103
Barry,Michigan,215,p103
Branch,Michigan,215,p103
Calhoun,Michigan,215,p103
Clinton,Michigan,215,p103
Eaton,Michigan,215,p103
Gratiot,Michigan,215,p103
Hillsdale,Michigan,215,p103
Ingham,Michigan,215,p103
Ionia,Michigan,215,p103
Jackson,Michigan,215,p103
Kent,Michigan,215,p103
Lenawee,Michigan,215,p103
Montcalm,Michigan,215,p103
Alcona,Michigan,216,p103
Alpena,Michigan,216,p103
Arenac,Michigan,216,p103
Iosco,Michigan,216,p103
Montmorency,Michigan,216,p103
Presque Isle,Michigan,216,p103
Bay,Michigan,217,p103
Genesee,Michigan,217,p103
Lapeer,Michigan,217,p103
Livingston,Michigan,217,p103
Macomb,Michigan,217,p103
Monroe,Michigan,217,p103
Oakland,Michigan,217,p103
Saginaw,Michigan,217,p103
Shiawassee,Michigan,217,p103
Washtenaw,Michigan,217,p103
Wayne,Michigan,217,p103
Huron,Michigan,218,p103
Sanilac,Michigan,218,p103
St. Clair,Michigan,218,p103
Saint Clair,Michigan,218,p103
Tuscola,Michigan,218,p103
Berrien,Michigan,213,p104
Cass,Michigan,213,p104
Kalamazoo,Michigan,213,p104
St. Joseph,Michigan,213,p104
Saint Joseph,Michigan,213,p104
Van Buren,Michigan,213,p104
Lake,Indiana,219,p105
Laporte,Indiana,219,p105
Porter,Indiana,219,p105
Elkhart,Indiana,220,p105
St. Joseph,Indiana,220,p105
Saint Joseph,Indiana,220,p105
Benton,Indiana,221,p105
Fountain,Indiana,221,p105
Fulton,Indiana,221,p105
Hendricks,Indiana,221,p105
Jasper,Indiana,221,p105
Marshall,Indiana,221,p105
Montgomery,Indiana,221,p105
Newton,Indiana,221,p105
Parke,Indiana,221,p105
Pulaski,Indiana,221,p105
Putnam,Indiana,221,p105
Starke,Indiana,221,p105
Vermillion,Indiana,221,p105
Vigo,Indiana,221,p105
Warren,Indiana,221,p105
White,Indiana,221,p105
Boone,Indiana,222,p105
Carroll,Indiana,222,p105
Clinton,Indiana,222,p105
Tippecanoe,Indiana,222,p105
Dekalb,Indiana,225,p105
Kosciusko,Indiana,225,p105
Lagrange,Indiana,225,p105
Noble,Indiana,225,p105
Steuben,Indiana,225,p105
Whitley,Indiana,225,p105
Adams,Indiana,226,p105
Allen,Indiana,226,p105
Blackford,Indiana,226,p105
Cass,Indiana,226,p105
Delaware,Indiana,226,p105
Grant,Indiana,226,p105
Hancock,Indiana,226,p105
Howard,Indiana,226,p105
Huntington,Indiana,226,p105
Jay,Indiana,226,p105
Madison,Indiana,226,p105
Miami,Indiana,226,p105
Randolph,Indiana,226,p105
Tipton,Indiana,226,p105
Wabash,Indiana,226,p105
Wells,Indiana,226,p105
Hamilton,Indiana,223,p106
Marion,Indiana,223,p106
Bartholomew,Indiana,224,p107
Brown,Indiana,224,p107
Clark,Indiana,224,p107
Clay,Indiana,224,p107
Crawford,Indiana,224,p107
Daviess,Indiana,224,p107
Dearborn,Indiana,224,p107
Decatur,Indiana,224,p107
Dubois,Indiana,224,p107
Fayette,Indiana,224,p107
Floyd,Indiana,224,p107
Franklin,Indiana,224,p107
Gibson,Indiana,224,p107
Greene,Indiana,224,p107
Harrison,Indiana,224,p107
Henry,Indiana,224,p107
Jackson,Indiana,224,p107
Jefferson,Indiana,224,p107
Jennings,Indiana,224,p107
Johnson,Indiana,224,p107
Knox,Indiana,224,p107
Lawrence,Indiana,224,p107
Martin,Indiana,224,p107
Monroe,Indiana,224,p107
Morgan,Indiana,224,p107
Ohio,Indiana,224,p107
Orange,Indiana,224,p107
Owen,Indiana,224,p107
Perry,Indiana,224,p107
Pike,Indiana,224,p107
Posey,Indiana,224,p107
Ripley,Indiana,224,p107
Rush,Indiana,224,p107
Scott,Indiana,224,p107
Shelby,Indiana,224,p107
Spencer,Indiana,224,p107
Sullivan,Indiana,224,p107
Switzerland,Indiana,224,p107
Union,Indiana,224,p107
Vanderburgh,Indiana,224,p107
Warrick,Indiana,224,p107
Washington,Indiana,224,p107
Wayne,Indiana,224,p107
Breckinridge,Kentucky,236,p108
Caldwell,Kentucky,236,p108
Crittenden,Kentucky,236,p108
Daviess,Kentucky,236,p108
Grayson,Kentucky,236,p108
Hancock,Kentucky,236,p108
Henderson,Kentucky,236,p108
Hopkins,Kentucky,236,p108
Mclean,Kentucky,236,p108
Muhlenberg,Kentucky,236,p108
Ohio,Kentucky,236,p108
Union,Kentucky,236,p108
Webster,Kentucky,236,p108
Bullitt,Kentucky,237,p109
Hardin,Kentucky,237,p109
Jefferson,Kentucky,237,p109
Meade,Kentucky,237,p109
Oldham,Kentucky,237,p109
Trimble,Kentucky,237,p109
Bath,Kentucky,238,p109
Boone,Kentucky,238,p109
Bracken,Kentucky,238,p109
Campbell,Kentucky,238,p109
Carroll,Kentucky,238,p109
Elliott,Kentucky,238,p109
Fleming,Kentucky,238,p109
Franklin,Kentucky,238,p109
Gallatin,Kentucky,238,p109
Grant,Kentucky,238,p109
Greenup,Kentucky,238,p109
Harrison,Kentucky,238,p109
Henry,Kentucky,238,p109
Johnson,Kentucky,238,p109
Kenton,Kentucky,238,p109
Lewis,Kentucky,238,p109
Magoffin,Kentucky,238,p109
Mason,Kentucky,238,p109
Menifee,Kentucky,238,p109
Montgomery,Kentucky,238,p109
Morgan,Kentucky,238,p109
Nicholas,Kentucky,238,p109
Owen,Kentucky,238,p109
Pendleton,Kentucky,238,p109
Robertson,Kentucky,238,p109
Rowan,Kentucky,238,p109
Wolfe,Kentucky,238,p109
Bourbon,Kentucky,239,p109
Clark,Kentucky,239,p109
Fayette,Kentucky,239,p109
Jessamine,Kentucky,239,p109
Scott,Kentucky,239,p109
Woodford,Kentucky,239,p109
Adair,Kentucky,240,p109
Anderson,Kentucky,240,p109
Barren,Kentucky,240,p109
Boyle,Kentucky,240,p109
Casey,Kentucky,240,p109
Clay,Kentucky,240,p109
Edmonson,Kentucky,240,p109
Estill,Kentucky,240,p109
Garrard,Kentucky,240,p109
Green,Kentucky,240,p109
Hart,Kentucky,240,p109
Jackson,Kentucky,240,p109
Larue,Kentucky,240,p109
Laurel,Kentucky,240,p109
Lee,Kentucky,240,p109
Lincoln,Kentucky,240,p109
